ステップ見出しタイトル 一意一覧（意味グループ順）
抽出対象: Math_Prompt直下の m-*.txt（Math_Question内の生成問題は除外）
一意タイトル数: 1576
形式: グループ	タイトル	出現数	例
99 その他	係数を簡単にする	1	m-jh2-A-01-11b.txt:90
99 その他	候補となる自然数を考える	1	m-jh3-A-04-16s.txt:131
99 その他	値が0になるものを選ぶ	1	m-jh3-A-05-01b.txt:158
99 その他	側面の長方形と対応させる	1	m-jh1-C-02-09b.txt:104
99 その他	全体でも同じ割合と考える	1	m-jh3-D-01-03b.txt:149
99 その他	全体の人数に割合をかける	1	m-jh3-D-01-03b.txt:152
99 その他	共通する $8$ でまとめる	1	m-jh1-A-01-17b.txt:153
99 その他	共通する素因数をかける	1	m-jh1-A-01-21b.txt:128
99 その他	共通する素因数を見つける	1	m-jh1-A-01-21b.txt:125
99 その他	共通の点があるかを見る	1	m-jh1-C-02-02b.txt:174
99 その他	共通の部分を一つの文字で置き換える	1	m-jh3-A-01-10s.txt:70
99 その他	分数にする	2	m-jh2-A-01-11b.txt:74, m-jh2-A-01-11s.txt:74
99 その他	分数をできるだけ簡単にする	1	m-jh1-A-03-04b.txt:107
99 その他	分数を小数にする	1	m-jh1-A-02-04b.txt:165
99 その他	分数を簡単にする	1	m-jh3-A-05-06s.txt:163
99 その他	分類する	7	m-jh1-A-01-18b.txt:151, m-jh1-A-01-18b.txt:202, m-jh1-A-01-18b.txt:253, m-jh1-A-01-18b.txt:305, m-jh1-A-01-18b.txt:356
99 その他	前のマイナスをつける	3	m-jh3-A-04-03s.txt:89, m-jh3-A-04-03s.txt:129, m-jh3-A-04-04b.txt:126
99 その他	前半のかけ算を整える	1	m-jh1-A-02-02b.txt:402
99 その他	割り算部分を分数にする	1	m-jh1-A-02-02b.txt:375
99 その他	加法だけの式に直して、項として見る	4	m-jh1-A-01-06b.txt:69, m-jh1-A-01-06b.txt:113, m-jh1-A-01-06b.txt:156, m-jh1-A-01-06b.txt:199
99 その他	動き始めてからの時間を文字でおく	1	m-jh3-A-05-11s.txt:283
99 その他	十の位の数を $x$、一の位の数を $y$ とする	2	m-jh2-A-03-12b.txt:67, m-jh2-A-03-12s.txt:66
99 その他	単位をそろえる	1	m-jh1-B-03-01b.txt:153
99 その他	単位をつける	4	m-jh1-A-02-03s.txt:75, m-jh1-A-02-03s.txt:147, m-jh1-A-02-03s.txt:175, m-jh1-A-02-03s.txt:203
99 その他	単位をメートルに直す	1	m-jh3-C-01-12b.txt:236
99 その他	印をつけた $50$ 匹が全体の $\frac{1}{5}$ と考える	1	m-jh3-D-01-03b.txt:198
99 その他	原点から $1.7$ だけ離れた点を考える	1	m-jh1-A-01-04b.txt:213
99 その他	原点から $8$ だけ離れた点を考える	1	m-jh1-A-01-04b.txt:174
99 その他	原点から $\frac{5}{4}$ だけ離れた点を考える	1	m-jh1-A-01-04b.txt:252
99 その他	原点からの距離を答える	1	m-jh1-A-01-04b.txt:86
99 その他	原点ともう1つの点を結ぶ	1	m-jh1-B-01-13b.txt:204
99 その他	反対側に同じ距離だけ離れた点を取る	1	m-jh1-C-01-06b.txt:146
99 その他	取り出した一部を考える	1	m-jh3-D-01-01b.txt:102
99 その他	各頂点から軸までの距離を数える	1	m-jh1-C-01-06b.txt:142
99 その他	各頂点を動かす	1	m-jh1-C-01-04b.txt:148
99 その他	各頂点を同じだけ動かす	1	m-jh1-C-01-04b.txt:231
99 その他	各頂点を回転させる	2	m-jh1-C-01-05b.txt:154, m-jh1-C-01-05b.txt:237
99 その他	合計では	1	m-jh1-A-02-03s.txt:119
99 その他	合計は	1	m-jh1-A-02-03s.txt:97
99 その他	同じ平面上にあるかを考える	1	m-jh1-C-02-02b.txt:235
99 その他	同じ数を何回かけているかを見つける	4	m-jh1-A-01-11b.txt:73, m-jh1-A-01-11b.txt:102, m-jh1-A-01-11b.txt:130, m-jh1-A-01-11b.txt:160
99 その他	同じ文字 $a$ の項をまとめる	1	m-jh1-A-02-06b.txt:225
99 その他	同じ文字が何回あるか数える	1	m-jh1-A-02-02b.txt:141
99 その他	同じ文字の項どうしが近くなるように並びかえる	2	m-jh1-A-02-06b.txt:254, m-jh1-A-02-06s.txt:113
99 その他	同じ文字の項をまとめる	3	m-jh1-A-02-06b.txt:260, m-jh1-A-02-06s.txt:80, m-jh1-A-02-06s.txt:118
99 その他	同じ種類の数（定数項）をまとめる	1	m-jh1-A-02-09s.txt:81
99 その他	同じ種類の項どうしが近くなるように並びかえる	1	m-jh1-A-02-06s.txt:75
99 その他	同じ種類の項をまとめる	1	m-jh1-A-02-09s.txt:110
99 その他	向きの対応を見る	1	m-jh1-C-02-03b.txt:230
99 その他	問題に合う解を選ぶ	7	m-jh3-A-05-09b.txt:112, m-jh3-A-05-09b.txt:163, m-jh3-A-05-10b.txt:118, m-jh3-A-05-10b.txt:175, m-jh3-A-05-10b.txt:233
99 その他	問題の連立方程式をそのまま書き、式に番号をつける	2	m-jh2-A-03-05b.txt:78, m-jh2-A-03-05b.txt:171
99 その他	問題を1つずつ考えよう	3	m-jh1-A-01-01b.txt:90, m-jh1-A-01-01b.txt:122, m-jh1-A-01-01b.txt:154
99 その他	回転してできる形を考える	1	m-jh1-C-02-08b.txt:170
99 その他	回転の軸を見る	1	m-jh1-C-02-08b.txt:166
99 その他	因数を0とおく	1	m-jh3-A-05-02s.txt:154
99 その他	基準より高い → 「＋」をつける	1	m-jh1-A-01-02b.txt:87
99 その他	基準値から	1	m-jh1-A-01-19s.txt:133
99 その他	場合分けしてまとめる	1	m-jh2-B-01-18b.txt:260
99 その他	増加か減少かを判断する	1	m-jh2-B-01-02b.txt:209
99 その他	外の数を2乗する	1	m-jh3-A-04-08b.txt:73
99 その他	大人 $a\ \text{人}$分の料金は	1	m-jh1-A-02-03s.txt:89
99 その他	子ども $b\ \text{人}$分の料金は	1	m-jh1-A-02-03s.txt:93
99 その他	定数項は係数に入れない	3	m-jh1-A-02-05b.txt:104, m-jh1-A-02-05b.txt:150, m-jh1-A-02-05s.txt:106
99 その他	定数項をまとめる	1	m-jh1-A-02-09s.txt:184
99 その他	実際の距離に戻す	1	m-jh3-C-01-12b.txt:135
99 その他	富士山の山頂と基準との差の確認	1	m-jh1-A-01-02b.txt:69
99 その他	小さい方の数を $x$ とおく	1	m-jh3-A-05-09b.txt:75
99 その他	小さい方の数を文字でおく	1	m-jh3-A-05-09s.txt:128
99 その他	小さい素数から順に割る	2	m-jh1-A-01-20s.txt:72, m-jh1-A-01-21b.txt:68
99 その他	小数は分数に直すと良い	1	m-jh1-A-01-13b.txt:155
99 その他	小数を分数に直す	3	m-jh3-A-04-01s.txt:73, m-jh3-A-04-04s.txt:73, m-jh3-A-04-04s.txt:119
99 その他	左側に書いた素数をすべてかけ合わせる	1	m-jh1-A-01-21s.txt:84
99 その他	平面だけで囲まれているかを見る	1	m-jh1-C-02-01b.txt:170
99 その他	年齢 $x$ が同じでも、体重 $y$ は人によって異なる（例：20才の男性が 60$\ \text{kg}$ の人もいれば $75\ \text{kg}$ の人もいる）	1	m-jh1-B-01-01b.txt:194
99 その他	式をそのまま並べる	1	m-jh2-A-03-02b.txt:139
99 その他	式をたし算の形にする	2	m-jh2-A-01-01b.txt:73, m-jh2-A-01-01b.txt:101
99 その他	式をたし算の形に直す	3	m-jh1-A-02-05b.txt:67, m-jh1-A-02-05b.txt:117, m-jh1-A-02-05s.txt:67
99 その他	式を完成させる	3	m-jh2-B-01-13b.txt:160, m-jh2-B-01-13b.txt:210, m-jh2-B-01-13b.txt:253
99 その他	式を書く	1	m-jh2-B-01-12b.txt:240
99 その他	後半のかけ算を整える	1	m-jh1-A-02-02b.txt:408
99 その他	指数の最小値をとって、	1	m-jh1-A-01-20b.txt:184
99 その他	接点を決める	1	m-jh1-C-01-14b.txt:195
99 その他	接点を考える	1	m-jh1-C-01-14b.txt:190
99 その他	支払った金額から買った代金を引く	1	m-jh1-A-02-03s.txt:70
99 その他	数の分類を考える	1	m-jh1-A-01-18b.txt:100
99 その他	数字を前に書き、かけ算記号を省略する	2	m-jh1-A-02-02b.txt:120, m-jh1-A-02-02b.txt:174
99 その他	文字についている数を取り出す	2	m-jh1-A-02-05b.txt:97, m-jh1-A-02-05s.txt:97
99 その他	文字の項と数だけの項に分ける	2	m-jh1-A-02-06b.txt:219, m-jh1-A-02-06s.txt:70
99 その他	文字をアルファベット順に並べる	2	m-jh1-A-02-02b.txt:93, m-jh1-A-02-02s.txt:73
99 その他	文字式の形に整える	1	m-jh1-B-01-06b.txt:129
99 その他	方程式を標準形にする	1	m-jh3-A-05-08s.txt:131
99 その他	時間と距離、速さの関係の確認	3	m-jh1-A-02-03s.txt:133, m-jh1-A-02-03s.txt:161, m-jh1-A-02-03s.txt:189
99 その他	時間を秒に直す	1	m-jh1-B-03-02b.txt:71
99 その他	曲面があるものを除く	1	m-jh1-C-02-01b.txt:177
99 その他	最も大きい数を選ぶ	2	m-jh3-A-04-05s.txt:107, m-jh3-A-04-05s.txt:164
99 その他	最も大きい次数を選ぶ	2	m-jh2-A-01-03b.txt:87, m-jh2-A-01-03b.txt:120
99 その他	最も小さい $a$ を考える	1	m-jh3-A-04-17s.txt:90
99 その他	最小の $a$ を決める	1	m-jh3-A-04-17b.txt:82
99 その他	最小公倍数では、必要な素因数をすべて使う	1	m-jh1-A-01-21b.txt:100
99 その他	有効数字3桁にする	3	m-jh3-A-04-18b.txt:88, m-jh3-A-04-18s.txt:89, m-jh3-A-04-18s.txt:129
99 その他	条件を言いかえる	2	m-jh1-C-01-09b.txt:264, m-jh1-C-01-13b.txt:284
99 その他	東を「＋」と決めている	1	m-jh1-A-01-02b.txt:122
99 その他	枚数の倍率を考える	1	m-jh1-B-03-01b.txt:69
99 その他	横の位置を読む	1	m-jh1-B-01-09b.txt:88
99 その他	横の移動を見る	1	m-jh1-B-01-09b.txt:114
99 その他	次数の大きいものからならべかえる	2	m-jh3-A-01-09s.txt:87, m-jh3-A-01-09s.txt:132
99 その他	正の数の「$+$」を省略して答える	3	m-jh1-A-01-07b.txt:134, m-jh1-A-01-07b.txt:176, m-jh1-A-01-07b.txt:214
99 その他	正の数の係数なので符号を省略する	1	m-jh1-A-02-07b.txt:97
99 その他	正の項どうし、負の項どうしを集める	5	m-jh1-A-01-08b.txt:122, m-jh1-A-01-08b.txt:165, m-jh1-A-01-08b.txt:199, m-jh1-A-01-08b.txt:236, m-jh1-A-01-08b.txt:271
99 その他	正方形でできた正多面体を考える	1	m-jh1-C-02-01b.txt:215
99 その他	歩く速さを毎時 $x\ \mathrm{km}$、自転車の速さを毎時 $y\ \mathrm{km}$ とする	1	m-jh2-A-03-13s.txt:67
99 その他	歩く速さを毎時 $x\mathrm{km}$、自転車の速さを毎時 $y\mathrm{km}$ とする	1	m-jh2-A-03-13b.txt:67
99 その他	比が等しいことを使う	1	m-jh3-C-01-08b.txt:228
99 その他	水曜日の値を読む	1	m-jh1-A-01-19b.txt:120
99 その他	池全体でも同じ割合と考える	1	m-jh3-D-01-03b.txt:191
99 その他	減法を加法になおす	8	m-jh1-A-01-08b.txt:68, m-jh1-A-01-08b.txt:109, m-jh1-A-01-08b.txt:154, m-jh1-A-01-08b.txt:187, m-jh1-A-01-08b.txt:224
99 その他	点 $P$ から同じ距離の2点を作る	1	m-jh1-C-01-10b.txt:208
99 その他	点 $P$ の位置で場合分けする	1	m-jh2-B-01-18b.txt:318
99 その他	点Pが動いた距離を文字でおく	1	m-jh3-A-05-11s.txt:142
99 その他	点を打つ	2	m-jh1-B-01-10b.txt:104, m-jh1-B-01-10b.txt:152
99 その他	点を結ぶ	2	m-jh1-C-01-05b.txt:241, m-jh1-C-01-06b.txt:223
99 その他	点を順に結ぶ	1	m-jh2-B-01-18b.txt:347
99 その他	用語を答える	1	m-jh1-C-01-14b.txt:91
99 その他	目盛りを数える	1	m-jh1-C-01-03b.txt:195
99 その他	直線 $BC$ 上に2点を作る	1	m-jh1-C-01-11b.txt:204
99 その他	直線 $CX$ との交点を点 $P$ とする	1	m-jh3-C-02-05b.txt:146
99 その他	直線 $\ell$ までの距離がもっとも短い点を探す	1	m-jh1-C-01-03b.txt:148
99 その他	直線と平面の共有する点を見る	1	m-jh1-C-02-03b.txt:173
99 その他	直線をかく	1	m-jh2-B-01-14b.txt:124
99 その他	直線をひく	1	m-jh1-B-01-13b.txt:149
99 その他	直線上に2点を作る	1	m-jh1-C-01-11b.txt:104
99 その他	直線上に同じ距離の2点を作る	1	m-jh1-C-01-10b.txt:104
99 その他	真ん中の数を文字でおく	1	m-jh3-A-05-09s.txt:73
99 その他	矢印の動きを読む	2	m-jh1-C-01-04b.txt:142, m-jh1-C-01-04b.txt:227
99 その他	確認	2	m-jh2-A-03-05b.txt:129, m-jh2-A-03-05b.txt:221
99 その他	移動後の点を結ぶ	2	m-jh1-C-01-06b.txt:155, m-jh1-C-01-07b.txt:128
99 その他	立体を選ぶ	2	m-jh1-C-02-10b.txt:130, m-jh1-C-02-10b.txt:177
99 その他	符号もふくめて答える	2	m-jh1-A-02-05b.txt:79, m-jh1-A-02-05s.txt:79
99 その他	符号をつけて答える	4	m-jh1-A-01-09b.txt:91, m-jh1-A-01-09b.txt:166, m-jh1-A-01-09b.txt:237, m-jh1-A-01-09b.txt:275
99 その他	符号を考える	2	m-jh3-A-02-02s.txt:90, m-jh3-A-02-02s.txt:138
99 その他	等号の左側と右側を決める	1	m-jh1-A-02-10s.txt:100
99 その他	管の本数と時間の関係を考える	1	m-jh1-B-03-02b.txt:108
99 その他	箱の中の線を読む	1	m-jh2-D-02-04b.txt:186
99 その他	箱の端を読む	1	m-jh2-D-02-04b.txt:177
99 その他	箱をかく	1	m-jh2-D-02-04b.txt:131
99 その他	素数とは、$1$より大きく、$1$とその数自身でしか割り切れない自然数のこと	1	m-jh1-A-01-20b.txt:93
99 その他	素数を小さい順に並べると、	2	m-jh1-A-01-20b.txt:79, m-jh1-A-01-20b.txt:98
99 その他	結果は	1	m-jh1-A-01-09b.txt:199
99 その他	縦の位置を読む	1	m-jh1-B-01-09b.txt:93
99 その他	縦の移動を見る	1	m-jh1-B-01-09b.txt:122
99 その他	繰り返し現れる式を1つの文字におきかえる	1	m-jh3-A-02-06s.txt:103
99 その他	置き換えた式をもどす	1	m-jh3-A-01-10s.txt:85
99 その他	自然数とは何か確認しよう	1	m-jh1-A-01-01b.txt:305
99 その他	自然数になる条件を考える	1	m-jh3-A-04-17b.txt:75
99 その他	見直しをする	16	m-jh1-A-02-02b.txt:99, m-jh1-A-02-02b.txt:126, m-jh1-A-02-02b.txt:152, m-jh1-A-02-02b.txt:179, m-jh1-A-02-02b.txt:200
99 その他	解き方を選ぶ	2	m-jh2-A-03-06s.txt:82, m-jh2-A-03-06s.txt:148
99 その他	解をまとめる	6	m-jh3-A-05-02b.txt:88, m-jh3-A-05-02b.txt:119, m-jh3-A-05-05s.txt:156, m-jh3-A-05-05s.txt:228, m-jh3-A-05-06s.txt:103
99 その他	言葉で答える	1	m-jh1-A-01-19b.txt:123
99 その他	調査したい全体を考える	1	m-jh3-D-01-01b.txt:98
99 その他	調査の流れを説明する	1	m-jh3-D-01-01b.txt:210
99 その他	負の数を分配する	1	m-jh1-A-02-09b.txt:118
99 その他	負の符号をふくめて答える	1	m-jh1-A-02-05b.txt:127
99 その他	負の符号を分数の前に出す	2	m-jh1-A-02-02b.txt:220, m-jh1-A-02-02s.txt:127
99 その他	負の項どうしをまとめる	1	m-jh1-A-01-08b.txt:82
99 その他	赤玉の個数を全体の個数で割る	1	m-jh1-D-01-12b.txt:69
99 その他	速さ・距離・時間の関係は	1	m-jh1-B-01-01b.txt:213
99 その他	連立方程式として考える	1	m-jh2-B-01-14b.txt:210
99 その他	道の幅を文字でおく	1	m-jh3-A-05-10s.txt:68
99 その他	重さの倍率を考える	1	m-jh1-B-03-01b.txt:229
99 その他	重さも同じ倍率にする	1	m-jh1-B-03-01b.txt:75
99 その他	除法を乗法になおす	5	m-jh3-A-01-01b.txt:56, m-jh3-A-01-02b.txt:74, m-jh3-A-01-02b.txt:113, m-jh3-A-01-02s.txt:70, m-jh3-A-01-02s.txt:111
99 その他	除法を乗法に直す	6	m-jh1-A-02-08b.txt:71, m-jh1-A-02-08b.txt:101, m-jh1-A-02-08b.txt:131, m-jh1-A-02-08b.txt:161, m-jh1-A-02-08s.txt:69
99 その他	除法（$\div$）を乗法（$\times$）にかえる	4	m-jh2-A-01-07b.txt:70, m-jh2-A-01-07b.txt:113, m-jh2-A-01-07s.txt:71, m-jh2-A-01-07s.txt:118
99 その他	除法（÷）を乗法（×）にかえる	2	m-jh2-A-01-11b.txt:107, m-jh2-A-01-11s.txt:113
99 その他	面の形を見る	1	m-jh1-C-02-01b.txt:211
99 その他	面をまっすぐ動かしてできる立体を考える	1	m-jh1-C-02-08b.txt:98
99 その他	頂点と交点を結ぶ	1	m-jh1-C-01-12b.txt:196
99 その他	食塩の重さに注目して式を作る	1	m-jh2-A-03-15s.txt:72
